doc_id,comment,is_identity_attack_frac,is_insult_frac,is_profane_frac,is_sexual_harassment_frac,is_threat_frac,persp_score,rating,rating_stddev
91351,Thats not misogynistic at all. Mysogyn is the dislike or hatred of women. A woman does not have a penis a woman cannot impregnate her. there are ton of othere reasons why someone may not one want thier partner to sleep with someone eles of the opposite gender. There are plenty of women who would not want thier men to sleep with othere women for hundreds of reasons. Are they misandrist? There are men who would not want thier women to sleep with women but are okay with men. are they misandrist? The logic you are using to make this argument is more than flawed its purposely misleading with the intent on making men feel wrong about their feelings.,0.2,0.2,0.2,0.0,0.2,0.48134682,0.4,0.5477225575051661
91885,That and all of the girls save for like 3 were obese and pulled out their fucking iPhones the entire time. I don't blame the nigs for going after our women.,0.2,0.6,0.6,0.2,0.0,0.8716722,2.8,1.7888543819998317
92159,the women are just sour grapes in Japan. ALL WOMEN are looking for men to parasite off of. They are just bitter as hell that they can't find men to parasite off since so many younger men have gone MGTOW in Japan.,0.2,0.2,0.6,0.0,0.2,0.62468356,2.6,0.8944271909999159
92318,"Unfortunately men do sometimes get pushback when they stand up for women or fight for women or refuse to oppress their partners/seek equality. It's maybe hard to be equal with women if people might just see you as a ""goody two shoes."" I was watching this TV show Nobel where a man's wife is apparently becoming ""too much of a career woman"" and his father recommends to him that he rape her to put her in her place. (At least in the movie the man refuses.) I wonder how much of that goes on. Sometimes I think the most feminist men are probably not those advertising themselves as feminists but those men who are trying to be equal with their partners while trying to pretend they are just like everyone else so as not to rock the boat. They are hiding their feminism/equality with women so as to get to continue being feminist and continue quietly helping women uninterrupted.",0.2,0.2,0.2,0.0,0.0,0.29960614,0.6,0.894427190999916
92457,Women CANNOT help us men in our fight. Women are nothing but a burden and will destroy the MRA movement if we allow them to infiltrate it.,0.8,0.6,0.2,0.0,0.0,0.6140412,2.6,1.140175425099138
92846,What makes MEN different from feminists is that we don't bitch and play the victim role 24/7,0.0,0.6,0.4,0.0,0.2,0.77480966,3.2,1.3038404810405295
93616,I think the feminist garbage will,0.2,0.2,0.6,0.0,0.0,0.89204746,1.2,1.3038404810405295
94370,8. Get pampered by women,0.2,0.2,0.6,0.0,0.2,0.53184754,1.8,1.6431676725154984
98531,"Stereotypes?! Woman's back in day was chubby af,and more pretty they didnt need some make up or some this shit",0.6,0.6,0.2,0.0,0.2,0.86806303,1.6,1.816590212458495
98973,/pol/ complains all the time about how feminists are idiots 'cause they prefer 'muh feelings' over 'facts'. This is the exact same thing. It's just the 'muh feelings' in this case is 'muh religion'.,0.0,0.6,0.2,0.2,0.0,0.8717539000000001,0.2,0.4472135954999579
100262,real solution to feminism is to not take them seriously,0.0,0.4,0.6,0.0,0.0,0.24216157,1.4,1.51657508881031
100383,men superior to women,0.6,0.0,0.2,0.0,0.4,0.54960346,3.0,1.4142135623730951
101896,A woman gets saturated with the views of the man she sleeps with. After all (Nature or God - no place to argue) did not construct men so that hundreds of thousands of sperm cells would be wasted; they penetrate the body of a woman and remake it in the image and likeness of the man she belongs to. ,0.2,0.0,0.0,0.0,0.4,0.43099403,2.0,1.224744871391589
102077,8. Feminism encourages women to be whores who get abortions and use birth control.,0.2,0.4,0.0,0.0,0.0,0.86782503,2.4,1.816590212458495
104218,MRA's are mostly college kids and/or inexperienced activists. This is about sharpening rhetoric and being prepared to pick your fights. They go over the dumb things feminists say again and again and again A. because it is dumb and sometimes funny and B. because they need to memorize the proper responses to fight feminist rhetoric. As for arguing with people over and over again who don't want to be reasonable. It's not for the feminists. It's for observers who haven't made up their minds yet one way or another.,0.6,0.4,0.6,0.2,0.2,0.44864383,1.6,1.140175425099138
104667,Women don't feel safe with men who are strangers. What?? Why? I don't feel safe around ... bears. And lions. What the hell do you think men ARE?,0.0,0.0,0.4,0.2,0.0,0.64551914,1.8,1.7888543819998317
105356,That's how deluded MRAs are. They ignore the source of feminism: Cunts. They sit in their NAWALT bubble and dream of equality,0.4,0.4,0.0,0.0,0.4,0.87185377,2.6,1.140175425099138
105437,I was going to try to convice you to not be a feminist by saying you shouldn't surround yourself with complete and utter morons but after this post I see you fight right in. Enjoy your new found position in society as a complete retard or a crazy person.,0.0,0.4,0.2,0.0,0.2,0.7964081999999999,2.2,1.3038404810405295
105557,The naive young women who call them selves feminists are completely irrelevant to anything because they don't push to change anything. What the fuck difference do they make? None.,0.0,0.6,0.0,0.0,0.0,0.73410845,2.2,0.8366600265340756
105703,women never realize that they are the damn problem to begin with,0.0,0.4,0.2,0.0,0.2,0.7143425999999999,2.0,1.5811388300841898
4384,God bless all those who share the depression status for men! As someone who suffered and will always have crippling anxiety. Shit ain’t easy to talk about! “As a man we should be strong and fearless” how then do I tell my wife here love all I think about is ending it.,0.4,0.4,0.0,0.0,0.0,0.55549157,0.0,0.0
12795,Or maybe...now hear me out...we could stop blaming women for mens bad choices.,0.0,0.0,0.0,0.0,0.0,0.37069058,0.0,0.0
24467,"Men should be allowed to express themselves abeg, doesn't mean he is weak",0.0,0.2,0.0,0.0,0.0,0.3790058,0.4,0.8944271909999159
31016,Men are overly sensitive and self centered? Do you think that perhaps you have that backwards? Take care if you respond.,0.0,0.0,0.0,0.0,0.0,0.52626354,1.6,2.1908902300206643
37712,Is there anything socially that men aren't better than women at?,0.6,0.2,0.0,0.0,0.0,0.3738849999999999,1.0,1.2247448713915892
46398,Why are there men out there who let their wives fuck other guys and still share the same roof? This is what’s wrong with society.,0.6,0.4,0.2,0.0,0.2,0.87224877,2.8,0.8366600265340756
98643,You're making the stupid feminist assumption that before feminism the world was run by men for the benefit of males. This is not true.,0.0,0.4,0.0,0.0,0.2,0.7977268,3.0,0.7071067811865476
101967,"Todays feminism is like \""gender is a social construct\"" \""the patriarchy\"" \""everything is rape\"" \""i fuck all i want but take no responsibility for it\"". Basically a blanco check to do whatever you want.",0.0,0.4,0.0,0.0,0.0,0.7388680999999999,3.2,1.095445115010332
102544,"Guys in the group who are mildly hot are at huge risk for really inappropriate shit. No really - most women think \""Sexual harassment? Oh that's something only guys do to girls\"" or \""Oh well guys love it anyway\"" and I have seen it go absolutely",0.2,0.0,0.2,0.4,0.2,0.78673935,0.8,1.095445115010332
104527,I agree it's an issue with the modern feminist movement that men's issues aren't looked at enough What does that even mean? BESIDES jumping off a bridge or cutting your own dick off what exactly do feminist advocate for men?,0.2,0.4,0.2,0.0,0.0,0.7205658,1.8,0.4472135954999579
886,"they'll find out near the end of college that none of their feminist ""friends"" will fuck them and become misogynists. ",0.8,0.2,0.0,0.0,0.2,0.8908345,1.8,0.4472135954999579
3198,I'm a femanon and I think feminism is absolutely degenerate.,0.0,0.6,0.2,0.0,0.0,0.6446311,0.8,0.4472135954999579
3307,men do not respect woman anymore .,0.0,0.4,0.0,0.0,0.0,0.6079781,0.4,0.5477225575051661
3469,"My mother, and all her friends, were strong, smart, secure, women. They all made the feminists of today look small, bitter, and frankly, ugly in comparison",0.4,0.2,0.2,0.0,0.0,0.69357413,0.6,0.8944271909999159
6197,"the ""nerds"" attack her everyday, not just her, but a lot of women too, and I am the witch? the ""nerds"" don't suffer anything, the actresses yes. Brie don't use the Twitter anymore and almost use the Instagram because of the attacks. think about it.",0.0,0.2,0.0,0.0,0.2,0.55116415,2.4,1.140175425099138
8123,"Much different time culturally. I am 52. I did not, would not call out men in power. A woman would be ruined.",0.2,0.0,0.2,0.0,0.0,0.2796474,0.6,1.3416407864998738
8476,You don’t get to be proud of your beliefs when you want to oppress women.,0.0,0.0,0.2,0.0,0.2,0.4386319,1.6,1.1401754250991378
11485,"Why do women that hate men so much,try so hard to look like one.",0.0,0.0,0.0,0.0,0.0,0.50004774,0.8,0.8366600265340756
12112,"I now understand the fear women get pulling up at the station, cuz I know imma get catcalled the whole time I'm pumping gas",0.0,0.2,0.0,0.0,0.0,0.44105276,0.0,0.0
13276,Some more books to get up to speed if you want. Who Stole Feminism?: How Women Have Betrayed Women,0.2,0.6,0.0,0.0,0.0,0.3766812,0.2,0.4472135954999579
20695,"Y’all always feel the urge to pit women against each other to justify your ugly needs and feed your ego and 99% of y’all don’t even stan those women, you just want the fandoms to drag each other and for what",0.0,0.0,0.0,0.0,0.0,0.68756276,0.6,0.8944271909999159
24180,"""@austinidiata: They don't want Patriarchy but still want the privileges attached to patriarchy.""",0.0,0.0,0.0,0.0,0.0,0.32196447,1.0,1.0
29611,"Do you think women are objects for your pleasure? If some of them refuse you, you don't have to stop and hate them all equally. More than 2 billion women are surely legal in the world so... Even in a thousand women, it is impossible to find 2 people absolutely equal, stop generalizing like that",0.0,0.0,0.0,0.0,0.0,0.5311640999999999,1.2,1.7888543819998317
40230,The “chap” it appears is full time in the hating business?,0.4,0.2,0.4,0.0,0.0,0.46589994,0.6,0.8944271909999159
40472,Thank you for your response. This is exactly the kind of bullshit that makes women not report sexual abuse. Hoping one day men (generic term cause not all men suck) will see women as equals. #agirlcandream,0.2,0.0,0.0,0.0,0.0,0.78632313,0.4,0.5477225575051661
46253,"This is not the Middle Ages. If you can’t keep your dick to yourself, maybe you shouldn’t run for office. Will your wife have to chaperone you on the MS capital floor? Over 1/2 the workforce is women, how do you even function on the day to day existence in public spaces?",0.0,0.2,0.2,0.0,0.2,0.7148190999999999,2.2,1.3038404810405295
52384,"Men are bigger, stronger, smarter, are problem solvers, heal faster. Etc Men are literally built to work and get things done Women on the other hand, are built to have babies and raise families. Everything else men do better It's not just the bible it's biology Feminism lied",0.0,0.0,0.2,0.0,0.0,0.5308556,2.2,2.0493901531919194
56478,? Coaching to disrespect women? Count me out sir,0.8,0.8,0.6,0.0,0.2,0.50814205,0.8,0.8366600265340756
58868,"If women are held back, we all suffer, not just women. Not sure that’s right? Ask me for the supporting arguments. No name-calling. No deriding you. Promise.",0.0,0.0,0.2,0.0,0.0,0.3148288,0.4,0.894427190999916
61863,A man should NEVER touch a woman like that. Where’s his mamma at ?,0.2,0.6,0.0,0.0,0.0,0.46931416,0.4,0.5477225575051661
62651,"When I am less busy, I will make a thread on how men feel they are entitled to insult and disrespect women but, can't take any insult from women. A little altercation in the public they will go ""calm down, you are a woman"", ""your kind will not respect her husband"", yen yen.",0.0,0.2,0.0,0.2,0.0,0.5058965999999999,1.8,1.4832396974191326
70703,women are in less STEM fields then men,0.6,0.0,0.0,0.0,0.0,0.49410722,0.0,0.0
79089,What about insulting women in other countries? Why you did not talk about it.,0.0,1.0,0.0,0.0,0.0,0.6753308000000001,0.8,1.3038404810405295
80776,I don't think most men lack confident but a very small amount lack a shitload of confidence me included. I think most men lack respect from women though.,0.0,0.0,0.0,0.0,0.0,0.66553557,1.0,0.7071067811865476
81071,Our norms in Africa towards women are not good...... It is pointless to be a marriage were are kept hostage... #no to domestic violence,0.0,0.0,0.4,0.0,0.0,0.43191206,0.6,1.3416407864998738
83182,"Preventing women from doing their jobs based on their gender is not a value, it is discrimination.",0.0,0.0,0.2,0.0,0.0,0.32012895,0.8,1.7888543819998317
85495,but women are generally weaker than men,0.0,0.4,0.0,0.2,0.0,0.7143425999999999,2.0,1.0
87943,Srs feminists would have a coronary over there. No wonder they dont import men.,0.0,0.2,0.0,0.0,0.2,0.3031406,2.6,0.5477225575051661
88146,1. Any man that doesn't like something a woman does must hate her because of her gender and must be a misogynist,0.2,0.4,0.4,0.2,0.2,0.6519473000000001,1.2,1.3038404810405295
89520,"It's that stupid distinction between \""bad feminists\"" and \""good women\"" that cripples MRAs. There is no difference. Feminist is female nature and female voting preference.",0.4,0.4,0.0,0.0,0.0,0.7878219,1.4,0.8944271909999159
90569,"So you've never seen a natural female that you would describe as looking or acting masculine? How about a large, muscular fat woman in her 60s beating up a dude, would you describe that person as ""feminine""?",0.4,0.8,0.2,0.0,0.6,0.54510254,2.0,1.5811388300841898
90652,The problem is men could give 2 fucks about commitment and as soon as they get the nanner they are done.,0.0,0.0,0.2,0.6,0.2,0.7607583,1.4,1.6733200530681511
90813,It's also why you can never be a real woman. You can inch your way ever closer,0.0,0.6,0.0,0.0,0.0,0.32232162,2.2,2.04939015319192
91659,Just look at feminism. Women as a class are oppressed as a class through the history of patriarchy.,0.4,0.4,0.2,0.2,0.2,0.43153253,1.4,1.51657508881031
94064,"But it does. Society expects men to act manly and \""suck it up\"" and not complain. Men don't get to be emotional and vent.",0.2,0.4,0.0,0.0,0.2,0.7143425999999999,1.4,1.51657508881031
97263,It might be because they are now conditioned by feminism to hate it,0.4,0.2,0.4,0.2,0.4,0.5356244000000001,2.2,1.4832396974191326
97783,are you saying that women should not be praised for their great intellect,0.2,0.2,0.0,0.0,0.4,0.34349954,0.8,1.3038404810405295
98839,Women do it just as much they just have biased gendered laws that protect them and the feminists are mad that we call them out on this. Silly troll.,0.6,0.0,0.0,0.0,0.0,0.76644164,2.4,1.51657508881031
99190,Women are feigning that toughness. We’ve trivialized childbirth and being domestic so much that women are forced to pretend to be men. They’re feigning this toughness,0.0,0.2,0.2,0.2,0.0,0.5102112,2.0,0.7071067811865476
100649,Feminists deprived of male attention seeking out meatheads who will tell them theyre sexy in order to feel good yet still be able to berate men for doing so.,0.4,0.2,0.4,0.0,0.6,0.5046762,2.4,0.8944271909999159
100685,"Don't give a shit as \""necessary evil\"" is without the context/implication of subjective/relative thought patterns. Fucking woman",0.2,0.4,0.2,0.0,0.6,0.97358334,3.4,0.5477225575051661
104595,"""not all feminists are like that\"" ",0.4,0.0,0.4,0.0,0.0,0.23040333,1.8,1.7888543819998317
104865,FEMINISM IS A HATE GROUP,0.2,0.4,0.0,0.0,0.2,0.5312372,1.8,1.7888543819998317
104998,Men will not get together and construct a nerf world for dumb women.,1.0,0.6,0.0,0.0,0.0,0.77946466,2.0,1.4142135623730951
14135,Women don’t need remedial help. We’re not victims! Stop whining.,0.2,0.4,0.0,0.0,0.0,0.5056634,0.8,0.8366600265340756
36476,Failing as a man/women I say do want you need to do. Can’t blame nobody but yourself when your 40+ and don’t have your shit together 🤷🏾‍♂️,0.0,0.0,0.0,0.0,0.0,0.83238757,1.2,0.8366600265340756
36643,"If there's only one thing you have to read today, READ THIS THREAD! It's the best thing on Twitter today. Before you call Feminists as feminazis/pseudo Feminists. Read this! Read where your own privilege comes from, acknowledge it and work on it! Take a bow both of you!!👏👏👏👏",0.2,0.2,0.6,0.0,0.4,0.6295571,2.6,1.949358868961793
64077,Contributing to toxic masculinity Raven,0.0,0.0,0.4,0.2,0.0,0.5270219,0.8,1.3038404810405295
67279,Goes from slinging dick to slinging cat shit. Welcome to your feminism feature ladies.,0.0,0.0,0.0,0.0,0.2,0.92703164,2.8,1.7888543819998317
73368,"Don't rightwingishly call them dorks just because you are non obese woman so men want you, if you were a man you would be an incel, you should thank patriarchy and toxic masculinity for the fact that every girl can be trophy wife one day",0.4,0.2,0.4,0.6,0.4,0.6980616,2.4,1.51657508881031
79374,men like to consistently prove that they cannot or refuse to respect boundaries. they deserved worse idc.,0.0,0.2,0.0,0.0,0.0,0.44071123,1.6,1.140175425099138
84547,My femininity makes me ‘weak’.,0.2,0.4,0.4,0.0,0.2,0.30111596,1.2,1.095445115010332
97313,"Here's how I interpret what you wrote (and correct me if I'm wrong): \""Feminism represents all women and them being vile and manipulative is merely subconscious.\"" On the other hand what I'm saying is that feminists are not stupid (at least the ones in charge)",0.8,0.0,0.0,0.0,0.0,0.48917246,2.0,1.4142135623730951
103021,Feminism needs to get rid of the grievance mentality.,0.0,0.0,0.2,0.0,0.2,0.72289276,2.0,1.8708286933869709
89763,You think these women are a minority when they are not. That's the reason why there are these kangooroo courts. That's the reason why the Obama administration harshens the rape laws. It's because these feminists are the MAJORITY. ,0.2,0.4,0.4,0.0,0.2,0.61883473,3.2,0.8366600265340756
19292,social justice warriors hate the patriarchy,0.0,0.2,0.0,0.0,0.0,0.53162456,0.4,0.894427190999916
24235,Again your mental gymnastics and arguments are laughable and the fact that you try to convince /pol/ by linking your perversions to feminism is mediocre at best.,0.0,0.6,0.0,0.0,0.4,0.6519473000000001,0.6,0.8944271909999159
46079,"""A society has no chance of success if its women are uneducated""..",0.6,0.0,0.2,0.0,0.0,0.46589994,0.6,1.3416407864998738
50381,TL:DR - Feminists only care about women,0.0,0.0,0.0,0.0,0.0,0.2481925,1.4,1.1401754250991378
50495,I want women to have to take the same responsibilities as men (so if a man gets drunk and fucks,0.0,0.0,0.0,0.0,0.0,0.922063,1.6,1.6733200530681511
50589,Riding the empowerment wave for women! Go Amy! #AmyMcgrath2020 #Kentucky #SemperFi,0.0,0.0,0.2,0.0,0.0,0.2782002,0.0,0.0
52075,To The USA Women 🇺🇸💕👏🏻💪🏻👑💎🥇🏆,0.0,0.0,0.0,0.0,0.0,0.37616754,0.0,0.0
52652,You just have mildly inconvienient things happen to you and you somehow internalize these events are the patriarchies fault.,0.0,0.2,0.6,0.0,0.0,0.33002305,0.0,0.0
53085,"Strong women create their own place in society. I am not talking about being a feminist and hating men. I am talking about making good life decisions in all areas of life. Education, marriage, children, career. Being a loud mouthed shrieking harpy is not appealing to anyone.",0.0,0.0,0.0,0.0,0.0,0.57124215,0.6,0.5477225575051662
55546,Yet no feminist is saying to kill Bill Gates or Oprah,0.0,0.0,0.6,0.0,0.4,0.31755474,2.0,1.4142135623730951
61371,Wow I read a beautiful post and a whole lot of awful senseless and vile comment! feminism and equality vaporize immediately when a man benefits from a woman. Men are by default like that lovely woman there...we are helper and of u bitter ass women thing we doing it for ur pussy?,0.0,0.2,0.2,0.0,0.0,0.7668599,1.4,1.140175425099138
73933,Not saying women can't be career women,0.0,0.0,0.0,0.0,0.0,0.32191074,1.0,0.7071067811865476
75887,It is what happens when feminists treat birth control like a human right and when casual sex becomes so prominent that people feel no need to marry.,0.2,0.2,0.0,0.0,0.0,0.46919212,0.8,1.788854381999832
86655,Let's do it again with Feminists. Now,0.0,0.2,0.6,0.0,0.0,0.4573547,1.0,1.4142135623730951
92815,The only solution is for people to learn to stop being angry at entire genders,0.0,0.2,0.4,0.0,0.0,0.321741,1.8,1.6431676725154984
3135,And the constant flooding tears of insecurities. The more a bitch is vocal about her feminism,0.4,0.0,0.0,0.0,0.0,0.78191715,2.4,1.51657508881031
29143,This one is particularly bad. Patriarchy is not gender neutral. She's nuts.,0.2,0.2,0.2,0.0,0.2,0.7604920999999999,2.0,1.224744871391589
35586,It’s like these obscene men are BEGGING for us to come for them with pitchforks and Bobbitt scissors. I’m voting women only here on out.,0.0,0.2,0.0,0.0,0.0,0.6675161000000001,1.0,1.4142135623730951
62061,but this is one aspect of society. Men are doing worse at several others and nobody gives a shit. This makes a lot of men feel like they are being treated unfairly and lash out at feminism and other progressive movements even when they are dealing with genuine issues.,0.4,0.2,0.0,0.0,0.0,0.76644164,1.6,1.51657508881031
75250,"cute to hear my mom justify my brother’s inability to do work + expectation for the women of the family to take care of everything as “good husband material,” so men treating women like the worst of the shit runs deep in this family huh 🤠✌🏼blood is thicker than water huh 🤪🤪",0.2,0.6,0.0,0.0,0.2,0.79855436,1.2,0.8366600265340756
94732,Feminists are truly insane.,0.4,0.4,0.0,0.0,0.4,0.76644164,1.6,1.140175425099138
96686,Feminism is pretentious sanctimony,0.0,0.6,0.6,0.2,0.2,0.53285885,1.8,1.3038404810405295
97559,Feminism is insane because when we break from reality where women are incompetent and inferior in almost every task except child rearing and manipulation they get pissed by the fact that the heroines are attractive.,0.0,0.2,0.2,0.2,0.2,0.6458441,3.6,0.8944271909999159
98414,"Wow, there's no feminist BS you won't wallow in, no matter how moronic.",0.2,0.8,0.2,0.2,0.4,0.8777396000000001,2.8,0.8366600265340756
99453,Implying feminists aren't kings of the egocentric,0.2,0.2,0.0,0.0,0.0,0.61768866,1.8,1.3038404810405295
101832,Feminists hate masculinists because they're childish little girls with a tribalistic mentality,0.2,0.2,0.0,0.0,0.2,0.78365684,3.2,0.8366600265340756
102472,no wonder you're a bitter and angry virgin. you're like the feminist crying about muh patriarchy behind every corner,0.0,0.0,0.2,0.0,0.0,0.76064986,2.8,0.447213595499958
104235,I don't know why cons have such a hardon for this cunt. She literally represents all the failures and hatred we have of feminism as a woman who doesn't have the capability to govern but thinks her folksy can-do attitude is all she needs to succeed at it. Kinda like how modern feminism wants us to accept women as equals by forcing us to ignore their physical and emotional deficiencies.,0.0,0.4,0.2,0.4,0.2,0.7606774000000001,2.4,1.1401754250991378
832,"Sounds like another word for ""human with a penis"". A feminist buzzword",0.0,0.0,0.0,0.0,0.0,0.7615449000000001,1.0,0.7071067811865476
16109,"Why do men see a woman in public, looking pissed off, just trying to eat her damn lunch, and assume she wants to be talked to. This is a serious question. Someone please explain because it makes no sense to me.",0.0,0.2,0.0,0.0,0.8,0.76670414,0.2,0.447213595499958
48245,It's good to see men are 'waking' up to womens bullshit though,0.0,0.4,0.6,0.0,0.0,0.84064585,1.4,1.140175425099138
66468,That's the problem with women now. No matter how fucking ugly they are they think they have a shot at Chad Thundercock.,0.0,0.4,0.6,0.0,0.2,0.78454757,2.8,1.7888543819998317
94311,men's interests include his family and his woman(women),0.4,0.2,0.2,0.2,0.0,0.010178982,1.6,1.51657508881031
94642,From your post it also seems like you have a very feminine self-image so I guess it sucks to be you,0.0,0.4,0.2,0.0,0.2,0.6079781,3.0,1.0
