doc_id,text,IsPatentCited,abstract,aff_affiliations,aff_authorids,aff_paperid,authors,citationCount,externalIds,fieldsOfStudy,influentialCitationCount,isOpenAccess,journal,publicationDate,publicationTypes,referenceCount,title,url,venue,year
2124670211,"We introduce ARC-Pad (Absolute+Relative Cursor pad), a novel technique for interacting with large displays using a mobile phone's touchscreen. In ARC-Pad we combine ab-solute and relative cursor positioning. Tapping with ARC-Pad causes the cursor to jump to the corresponding location on the screen, providing rapid movement across large distances. For fine position control, users can also clutch using relative mode. Unlike prior hybrid cursor positioning techniques, ARC-Pad does not require an explicit switch between relative and absolute modes. We compared ARC-Pad with the relative positioning commonly found on touchpads. Users were given a target acquisition task on a large display, and results showed that they were faster with ARC-Pad, without sacrificing accuracy. Users welcomed the benefits associated with ARC-Pad.",1.0,"We introduce ARC-Pad (Absolute+Relative Cursor pad), a novel technique for interacting with large displays using a mobile phone's touchscreen. In ARC-Pad we combine ab-solute and relative cursor positioning. Tapping with ARC-Pad causes the cursor to jump to the corresponding location on the screen, providing rapid movement across large distances. For fine position control, users can also clutch using relative mode. Unlike prior hybrid cursor positioning techniques, ARC-Pad does not require an explicit switch between relative and absolute modes. We compared ARC-Pad with the relative positioning commonly found on touchpads. Users were given a target acquisition task on a large display, and results showed that they were faster with ARC-Pad, without sacrificing accuracy. Users welcomed the benefits associated with ARC-Pad.","['Univ. of Manitoba, Winnipeg, Man., Canada', 'Univ. of Manitoba, Winnipeg, Man., Canada']","['1569396467', '2223111602']",2124670211.0,"{'offset': 0, 'data': [{'authorId': '40323726', 'url': 'https://www.semanticscholar.org/author/40323726', 'name': 'David C. McCallum', 'affiliations': [], 'homepage': None, 'paperCount': 7, 'citationCount': 243}, {'authorId': '1773923', 'url': 'https://www.semanticscholar.org/author/1773923', 'name': 'Pourang Irani', 'affiliations': [], 'homepage': None, 'paperCount': 231, 'citationCount': 5076}]}",93.0,"{'DBLP': 'conf/uist/McCallumI09', 'MAG': '2124670211', 'DOI': '10.1145/1622176.1622205', 'CorpusId': 6167094}",['Computer Science'],9.0,False,{'pages': '153-156'},10/4/2009,['JournalArticle'],15.0,ARC-Pad: absolute+relative cursor positioning for large displays with a mobile touchscreen,https://www.semanticscholar.org/paper/4133acd85f449f4d929374777325d27c9bdab375,UIST,2009
2126434504,"We describe input devices and two-handed interaction techniques to support map navigation tasks. We discuss several design variations and user testing of two-handed navigation techniques, including puck and stylus input on a Wacom tablet, as well as a novel design incorporating a touchpad (for the nonpreferred hand) and a mouse (for the preferred hand). To support the latter technique, we introduce a new input device, the TouchMouse, which is a standard mouse augmented with a pair of one-bit touch sensors, one for the palm and one for the index finger. Finally, we propose several enhancements to Buxton’s three-state model of graphical input and extend this model to encompass two-handed input transactions as well.",1.0,"We describe input devices and two-handed interaction techniques to support map navigation tasks. We discuss several design variations and user testing of two-handed navigation techniques, including puck and stylus input on a Wacom tablet, as well as a novel design incorporating a touchpad (for the nonpreferred hand) and a mouse (for the preferred hand). To support the latter technique, we introduce a new input device, the TouchMouse, which is a standard mouse augmented with a pair of one-bit touch sensors, one for the palm and one for the index finger. Finally, we propose several enhancements to Buxton’s three-state model of graphical input and extend this model to encompass two-handed input transactions as well.","['Microsoft Research, One Microsoft Way Redmond, WA#TAB#', 'Microsoft Research, One Microsoft Way Redmond, WA#TAB#', 'Microsoft Research, One Microsoft Way Redmond, WA#TAB#']","['1560725665', '2071984077', '2154671057']",2126434504.0,"{'offset': 0, 'data': [{'authorId': '1738072', 'url': 'https://www.semanticscholar.org/author/1738072', 'name': 'K. Hinckley', 'affiliations': [], 'homepage': None, 'paperCount': 163, 'citationCount': 9081}, {'authorId': '1817251', 'url': 'https://www.semanticscholar.org/author/1817251', 'name': 'M. Czerwinski', 'affiliations': [], 'homepage': None, 'paperCount': 250, 'citationCount': 14788}, {'authorId': '39453376', 'url': 'https://www.semanticscholar.org/author/39453376', 'name': 'M. Sinclair', 'affiliations': [], 'homepage': None, 'paperCount': 61, 'citationCount': 2643}]}",121.0,"{'DBLP': 'conf/uist/HinckleyCS98', 'MAG': '2126434504', 'DOI': '10.1145/288392.288572', 'CorpusId': 207235326}",['Computer Science'],6.0,False,{'pages': '49-58'},11/1/1998,['JournalArticle'],29.0,Interaction and modeling techniques for desktop two-handed input,https://www.semanticscholar.org/paper/8eab679e7e148ca18029a95c8cabde0fb543ab4c,UIST,1998
2136419864,"Members of geographically distributed work groups often complain of a feeling of isolation and of not knowing “who is around”. Argohalls attempt to solve this problem by integrating video icons, clustered into groups representing physical hallways, into the Argo telecollaboration system. Argo users can “hang out” in hallways in order to keep track of the co-workers on their projects, and they can roam other hallways to “run into” whoever happens to be there.",1.0,"Members of geographically distributed work groups often complain of a feeling of isolation and of not knowing “who is around”. Argohalls attempt to solve this problem by integrating video icons, clustered into groups representing physical hallways, into the Argo telecollaboration system. Argo users can “hang out” in hallways in order to keep track of the co-workers on their projects, and they can roam other hallways to “run into” whoever happens to be there.","['SunSoft, 2550 Garcia Ave, Mountain View, CA', 'DEC Systems Research Center, 130 Lytton Avenue, Palo Alto, CA', 'DEC Systems Research Center, 130 Lytton Avenue, Palo Alto, CA']","['1989920923', '2040079410', '2973593973']",2136419864.0,"{'offset': 0, 'data': [{'authorId': '2481955', 'url': 'https://www.semanticscholar.org/author/2481955', 'name': 'Hania Gajewska', 'affiliations': [], 'homepage': None, 'paperCount': 5, 'citationCount': 96}, {'authorId': '2083378', 'url': 'https://www.semanticscholar.org/author/2083378', 'name': 'M. Manasse', 'affiliations': [], 'homepage': None, 'paperCount': 59, 'citationCount': 7778}, {'authorId': '2737515', 'url': 'https://www.semanticscholar.org/author/2737515', 'name': 'D. Redell', 'affiliations': [], 'homepage': None, 'paperCount': 28, 'citationCount': 1249}]}",12.0,"{'MAG': '2136419864', 'DBLP': 'conf/uist/GajewskaMR95', 'DOI': '10.1145/215585.219090', 'CorpusId': 37459808}",['Computer Science'],0.0,False,{'pages': '157-158'},12/1/1995,['JournalArticle'],7.0,Argohalls: adding support for group awareness to the Argo telecollaboration system,https://www.semanticscholar.org/paper/a91eb1f9275992e9ea90aac476e2e402c6521756,UIST,1995
2139459444,"In this paper we present novel input devices that combine the standard capabilities of a computer mouse with multi-touch sensing. Our goal is to enrich traditional pointer-based desktop interactions with touch and gestures. To chart the design space, we present five different multi-touch mouse implementations. Each explores a different touch sensing strategy, which leads to differing form-factors and hence interactive possibilities. In addition to the detailed description of hardware and software implementations of our prototypes, we discuss the relative strengths, limitations and affordances of these novel input devices as informed by the results of a preliminary user study.",1.0,"In this paper we present novel input devices that combine the standard capabilities of a computer mouse with multi-touch sensing. Our goal is to enrich traditional pointer-based desktop interactions with touch and gestures. To chart the design space, we present five different multi-touch mouse implementations. Each explores a different touch sensing strategy, which leads to differing form-factors and hence interactive possibilities. In addition to the detailed description of hardware and software implementations of our prototypes, we discuss the relative strengths, limitations and affordances of these novel input devices as informed by the results of a preliminary user study.","['[Microsoft Corp., Redmond, WA, USA]', 'Microsoft Research, redmond, WA, USA#TAB#', 'Microsoft Research, Cambridge, Cambridge, United Kingdom', 'Microsoft Research, Cambridge, Cambridge, United Kingdom', '[Microsoft Corp., Redmond, WA, USA]', 'Microsoft Research, Cambridge, Cambridge, United Kingdom', 'Microsoft Research, Cambridge, Cambridge, United Kingdom', 'Microsoft Research Cambridge, Cambrdige, United Kingdom', 'Microsoft Research, Cambridge, Cambridge, United Kingdom', '[Microsoft Corp., Redmond, WA, USA]', '[Microsoft Corp., Redmond, WA, USA]']","['1794776656', '1886754024', '2065024650', '2098553916', '2124876992', '2148014207', '2151535930', '2165003359', '2168200088', '2617234186', '431806573']",2139459444.0,"{'offset': 0, 'data': [{'authorId': '144989882', 'url': 'https://www.semanticscholar.org/author/144989882', 'name': 'N. Villar', 'affiliations': [], 'homepage': None, 'paperCount': 84, 'citationCount': 3148}, {'authorId': '79406746', 'url': 'https://www.semanticscholar.org/author/79406746', 'name': 'S. Izadi', 'affiliations': [], 'homepage': None, 'paperCount': 212, 'citationCount': 20595}, {'authorId': '40356481', 'url': 'https://www.semanticscholar.org/author/40356481', 'name': 'Dan Rosenfeld', 'affiliations': [], 'homepage': None, 'paperCount': 7, 'citationCount': 326}, {'authorId': '2704133', 'url': 'https://www.semanticscholar.org/author/2704133', 'name': 'Hrvoje Benko', 'affiliations': [], 'homepage': None, 'paperCount': 144, 'citationCount': 7711}, {'authorId': '1800990', 'url': 'https://www.semanticscholar.org/author/1800990', 'name': 'J. Helmes', 'affiliations': [], 'homepage': None, 'paperCount': 28, 'citationCount': 594}, {'authorId': '2711385', 'url': 'https://www.semanticscholar.org/author/2711385', 'name': 'Jonathan Westhues', 'affiliations': [], 'homepage': None, 'paperCount': 21, 'citationCount': 629}, {'authorId': '144356949', 'url': 'https://www.semanticscholar.org/author/144356949', 'name': 'Steve Hodges', 'affiliations': [], 'homepage': None, 'paperCount': 139, 'citationCount': 12297}, {'authorId': '20592981', 'url': 'https://www.semanticscholar.org/author/20592981', 'name': 'E. Ofek', 'affiliations': [], 'homepage': None, 'paperCount': 130, 'citationCount': 6658}, {'authorId': '120225597', 'url': 'https://www.semanticscholar.org/author/120225597', 'name': 'Alex Butler', 'affiliations': [], 'homepage': None, 'paperCount': 22, 'citationCount': 2353}, {'authorId': '144937256', 'url': 'https://www.semanticscholar.org/author/144937256', 'name': 'Xiang Cao', 'affiliations': [], 'homepage': None, 'paperCount': 46, 'citationCount': 1806}, {'authorId': '48951491', 'url': 'https://www.semanticscholar.org/author/48951491', 'name': 'Billy Chen', 'affiliations': [], 'homepage': None, 'paperCount': 21, 'citationCount': 1289}]}",91.0,"{'DBLP': 'conf/uist/VillarIRBHWHOBCC09', 'MAG': '2139459444', 'DOI': '10.1145/1622176.1622184', 'CorpusId': 14367567}",['Computer Science'],2.0,False,{'pages': '33-42'},10/4/2009,['JournalArticle'],34.0,Mouse 2.0: multi-touch meets the mouse,https://www.semanticscholar.org/paper/fe9d0954465aa5e9c9a56fbab1fca784a224463e,UIST,2009
2139906308,"The information a small mobile device can show via its display has been always limited by its size. In large information spaces, relevant information, such as important locations on a map can get clipped when a user starts zooming and panning. Dynamic ambient lighting allows mobile devices to visualize off-screen objects by illuminating the background without compromising valuable display space. The lighted spots can be used to show the direction and distance of such objects by varying the spot's position and intensity. Dynamic ambient lighting also provides a new way of displaying the state of a mobile device. Illumination is provided by a prototype rear of device shell which contains LEDs and requires the device to be placed on a surface, such as a table or desk.",0.0,"The information a small mobile device can show via its display has been always limited by its size. In large information spaces, relevant information, such as important locations on a map can get clipped when a user starts zooming and panning. Dynamic ambient lighting allows mobile devices to visualize off-screen objects by illuminating the background without compromising valuable display space. The lighted spots can be used to show the direction and distance of such objects by varying the spot's position and intensity. Dynamic ambient lighting also provides a new way of displaying the state of a mobile device. Illumination is provided by a prototype rear of device shell which contains LEDs and requires the device to be placed on a surface, such as a table or desk.","['Ludwig-Maximilians-Universität München , München , Germany', 'Technische Universitát Berlin, Berlin, Germany', 'Ludwig-Maximilians-Universität München , München , Germany']","['2083094305', '2226586409', '2276246055']",2139906308.0,"{'offset': 0, 'data': [{'authorId': '2066431186', 'url': 'https://www.semanticscholar.org/author/2066431186', 'name': 'Qian Qin', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 19}, {'authorId': '1876551', 'url': 'https://www.semanticscholar.org/author/1876551', 'name': 'M. Rohs', 'affiliations': [], 'homepage': None, 'paperCount': 171, 'citationCount': 5632}, {'authorId': '3103005', 'url': 'https://www.semanticscholar.org/author/3103005', 'name': 'Sven G. Kratz', 'affiliations': [], 'homepage': None, 'paperCount': 60, 'citationCount': 1773}]}",19.0,"{'DBLP': 'conf/uist/QinRK11', 'MAG': '2139906308', 'DOI': '10.1145/2046396.2046418', 'CorpusId': 23549269}",['Computer Science'],0.0,False,{'pages': '51-52'},10/16/2011,['JournalArticle'],6.0,Dynamic ambient lighting for mobile devices,https://www.semanticscholar.org/paper/15a091e135b17a27c1c56661e537a8d4a4edbb5d,UIST,2011
2142747340,"YouMove is a novel system that allows users to record and learn physical movement sequences. The recording system is designed to be simple, allowing anyone to create and share training content. The training system uses recorded data to train the user using a large-scale augmented reality mirror. The system trains the user through a series of stages that gradually reduce the user's reliance on guidance and feedback. This paper discusses the design and implementation of YouMove and its interactive mirror. We also present a user study in which YouMove was shown to improve learning and short-term retention by a factor of 2 compared to a traditional video demonstration.",1.0,"YouMove is a novel system that allows users to record and learn physical movement sequences. The recording system is designed to be simple, allowing anyone to create and share training content. The training system uses recorded data to train the user using a large-scale augmented reality mirror. The system trains the user through a series of stages that gradually reduce the user's reliance on guidance and feedback. This paper discusses the design and implementation of YouMove and its interactive mirror. We also present a user study in which YouMove was shown to improve learning and short-term retention by a factor of 2 compared to a traditional video demonstration.","['Autodesk Research,Toronto,Canada', 'Autodesk Research,Toronto,Canada', 'Autodesk Research,Toronto,Canada', 'University of Alberta, Edmonton, Canada']","['1899877228', '2090457899', '2115951828', '2304707697']",2142747340.0,"{'offset': 0, 'data': [{'authorId': '2408187', 'url': 'https://www.semanticscholar.org/author/2408187', 'name': 'F. Anderson', 'affiliations': [], 'homepage': None, 'paperCount': 53, 'citationCount': 1382}, {'authorId': '2666589', 'url': 'https://www.semanticscholar.org/author/2666589', 'name': 'Tovi Grossman', 'affiliations': [], 'homepage': None, 'paperCount': 187, 'citationCount': 7900}, {'authorId': '49668403', 'url': 'https://www.semanticscholar.org/author/49668403', 'name': 'Justin Matejka', 'affiliations': [], 'homepage': None, 'paperCount': 46, 'citationCount': 1867}, {'authorId': '1703735', 'url': 'https://www.semanticscholar.org/author/1703735', 'name': 'G. Fitzmaurice', 'affiliations': [], 'homepage': None, 'paperCount': 182, 'citationCount': 9540}]}",236.0,"{'DBLP': 'conf/uist/AndersonGMF13', 'MAG': '2142747340', 'DOI': '10.1145/2501988.2502045', 'CorpusId': 2640813}",['Computer Science'],25.0,False,{'name': 'Proceedings of the 26th annual ACM symposium on User interface software and technology'},10/8/2013,"['Book', 'JournalArticle', 'Conference']",49.0,YouMove: enhancing movement training with an augmented reality mirror,https://www.semanticscholar.org/paper/b8aade70c8a310c232a2968b54d50f5d170e08df,UIST,2013
2148819007,"We introduce PlayAnywhere, a front-projected computer vision-based interactive table system which uses a new commercially available projection technology to obtain a compact, self-contained form factor. PlayAnywhere's configuration addresses installation, calibration, and portability issues that are typical of most vision-based table systems, and thereby is particularly motivated in consumer applications. PlayAnywhere also makes a number of contributions related to image processing techniques for front-projected vision-based table systems, including a shadow-based touch detection algorithm, a fast, simple visual bar code scheme tailored to projection-vision table systems, the ability to continuously track sheets of paper, and an optical flow-based algorithm for the manipulation of onscreen objects that does not rely on fragile tracking algorithms.",1.0,"We introduce PlayAnywhere, a front-projected computer vision-based interactive table system which uses a new commercially available projection technology to obtain a compact, self-contained form factor. PlayAnywhere's configuration addresses installation, calibration, and portability issues that are typical of most vision-based table systems, and thereby is particularly motivated in consumer applications. PlayAnywhere also makes a number of contributions related to image processing techniques for front-projected vision-based table systems, including a shadow-based touch detection algorithm, a fast, simple visual bar code scheme tailored to projection-vision table systems, the ability to continuously track sheets of paper, and an optical flow-based algorithm for the manipulation of onscreen objects that does not rely on fragile tracking algorithms.","['[Microsoft research, Redmond, WA]']",['2105571773'],2148819007.0,"{'offset': 0, 'data': [{'authorId': '145771244', 'url': 'https://www.semanticscholar.org/author/145771244', 'name': 'Andrew D. Wilson', 'affiliations': [], 'homepage': None, 'paperCount': 123, 'citationCount': 12219}]}",419.0,"{'DBLP': 'conf/uist/Wilson05', 'MAG': '2148819007', 'DOI': '10.1145/1095034.1095047', 'CorpusId': 1008695}",['Computer Science'],16.0,False,{'name': 'Proceedings of the 18th annual ACM symposium on User interface software and technology'},10/23/2005,"['JournalArticle', 'Book', 'Conference']",50.0,PlayAnywhere: a compact interactive tabletop projection-vision system,https://www.semanticscholar.org/paper/749683345813b14018ddea33157d2a2efb0f6565,UIST,2005
2150549828,"This paper presents PneUI, an enabling technology to build shape-changing interfaces through pneumatically-actuated soft composite materials. The composite materials integrate the capabilities of both input sensing and active shape output. This is enabled by the composites' multi-layer structures with different mechanical or electrical properties. The shape changing states are computationally controllable through pneumatics and pre-defined structure. We explore the design space of PneUI through four applications: height changing tangible phicons, a shape changing mobile, a transformable tablet case and a shape shifting lamp.",1.0,"This paper presents PneUI, an enabling technology to build shape-changing interfaces through pneumatically-actuated soft composite materials. The composite materials integrate the capabilities of both input sensing and active shape output. This is enabled by the composites' multi-layer structures with different mechanical or electrical properties. The shape changing states are computationally controllable through pneumatics and pre-defined structure. We explore the design space of PneUI through four applications: height changing tangible phicons, a shape changing mobile, a transformable tablet case and a shape shifting lamp.","['Massachusetts Institute of Technology Cambridge, MA USA', 'Massachusetts Institute of Technology Cambridge, MA USA', 'Massachusetts Institute of Technology Cambridge, MA USA', 'Massachusetts Institute of Technology Cambridge, MA USA', 'Massachusetts Institute of Technology Cambridge, MA USA', 'Massachusetts Institute of Technology Cambridge, MA USA']","['1664658768', '2069682576', '2101434678', '2123988653', '2127473554', '2127501813']",2150549828.0,"{'offset': 0, 'data': [{'authorId': '2912448', 'url': 'https://www.semanticscholar.org/author/2912448', 'name': 'Lining Yao', 'affiliations': [], 'homepage': None, 'paperCount': 85, 'citationCount': 1741}, {'authorId': '2392339', 'url': 'https://www.semanticscholar.org/author/2392339', 'name': 'Ryuma Niiyama', 'affiliations': [], 'homepage': None, 'paperCount': 111, 'citationCount': 1600}, {'authorId': '39577419', 'url': 'https://www.semanticscholar.org/author/39577419', 'name': 'Jifei Ou', 'affiliations': [], 'homepage': None, 'paperCount': 27, 'citationCount': 1107}, {'authorId': '2770912', 'url': 'https://www.semanticscholar.org/author/2770912', 'name': 'S. Follmer', 'affiliations': [], 'homepage': None, 'paperCount': 122, 'citationCount': 3908}, {'authorId': '3332772', 'url': 'https://www.semanticscholar.org/author/3332772', 'name': 'Clark Della Silva', 'affiliations': [], 'homepage': None, 'paperCount': 5, 'citationCount': 344}, {'authorId': '145208441', 'url': 'https://www.semanticscholar.org/author/145208441', 'name': 'H. Ishii', 'affiliations': [], 'homepage': None, 'paperCount': 337, 'citationCount': 24821}]}",279.0,"{'DBLP': 'conf/uist/YaoNOFSI13', 'MAG': '2150549828', 'DOI': '10.1145/2501988.2502037', 'CorpusId': 1753273}",['Computer Science'],9.0,False,{'name': 'Proceedings of the 26th annual ACM symposium on User interface software and technology'},10/8/2013,"['JournalArticle', 'Book', 'Conference']",43.0,PneUI: pneumatically actuated soft composite materials for shape changing interfaces,https://www.semanticscholar.org/paper/5edc648630e4e855b5e640318a993e5e7a679594,UIST,2013
2151217988,"Modern computer displays tend to be in fixed size, rigid, and rectilinear rendering them insensitive to the visual area demands of an application or the desires of the user. Foldable displays offer the ability to reshape and resize the interactive surface at our convenience and even permit us to carry a very large display surface in a small volume. In this paper, we implement four interactive foldable display designs using image projection with low-cost tracking and explore display behaviors using orientation sensitivity.",1.0,"Modern computer displays tend to be in fixed size, rigid, and rectilinear rendering them insensitive to the visual area demands of an application or the desires of the user. Foldable displays offer the ability to reshape and resize the interactive surface at our convenience and even permit us to carry a very large display surface in a small volume. In this paper, we implement four interactive foldable display designs using image projection with low-cost tracking and explore display behaviors using orientation sensitivity.","[' Carnegie Mellon University Pittsburgh PA USA', ' Carnegie Mellon University Pittsburgh PA USA', 'Smart Technologies, Calgary, AB, Canada']","['2135985964', '2171298838', '2225522945']",2151217988.0,"{'offset': 0, 'data': [{'authorId': '34741611', 'url': 'https://www.semanticscholar.org/author/34741611', 'name': 'J. C. Lee', 'affiliations': [], 'homepage': None, 'paperCount': 22, 'citationCount': 2444}, {'authorId': '1749296', 'url': 'https://www.semanticscholar.org/author/1749296', 'name': 'S. Hudson', 'affiliations': [], 'homepage': None, 'paperCount': 280, 'citationCount': 13645}, {'authorId': '2371546', 'url': 'https://www.semanticscholar.org/author/2371546', 'name': 'Edward Tse', 'affiliations': [], 'homepage': None, 'paperCount': 42, 'citationCount': 994}]}",92.0,"{'DBLP': 'conf/uist/LeeHT08', 'MAG': '2151217988', 'DOI': '10.1145/1449715.1449763', 'CorpusId': 15425905}",['Computer Science'],1.0,False,{'pages': '287-290'},10/19/2008,['JournalArticle'],7.0,Foldable interactive displays,https://www.semanticscholar.org/paper/80ffd5e89473d1096e6f848f10b8929b54a4d1b5,UIST,2008
2154174922,"In this paper we propose a new model for a class of rapid serial visual presentation (RSVP) interfaces [16] in the context of consumer video devices. The basic spatial layout ""explodes"" a sequence of image frames into a 3D trail in order to provide more context for a spatial/temporal presentation. As the user plays forward or back, the trail advances or recedes while the image in the foreground focus position is replaced. The design is able to incorporate a variety of methods for analyzing or highlighting images in the trail. Our hypotheses are that users can navigate more quickly and precisely to points of interest when compared to conventional consumer-based browsing, channel flipping, or fast-forwarding techniques. We report on an experiment testing our hypotheses in which we found that subjects were more accurate but not faster in browsing to a target of interest in recorded television content with a TV remote.",1.0,"In this paper we propose a new model for a class of rapid serial visual presentation (RSVP) interfaces [16] in the context of consumer video devices. The basic spatial layout ""explodes"" a sequence of image frames into a 3D trail in order to provide more context for a spatial/temporal presentation. As the user plays forward or back, the trail advances or recedes while the image in the foreground focus position is replaced. The design is able to incorporate a variety of methods for analyzing or highlighting images in the trail. Our hypotheses are that users can navigate more quickly and precisely to points of interest when compared to conventional consumer-based browsing, channel flipping, or fast-forwarding techniques. We report on an experiment testing our hypotheses in which we found that subjects were more accurate but not faster in browsing to a target of interest in recorded television content with a TV remote.","['Mitsubishi Electric Research Laboratories, Inc., 201 Broadway, Cambridge, MA#TAB#', 'Mitsubishi Electric Corporation, Industrial Design Center, 5-1-1 Ofuna, Kamakura, Kanagawa 247-8501 JAPAN', 'Mitsubishi Electric Research Laboratories, Inc., 201 Broadway, Cambridge, MA#TAB#', 'Mitsubishi Electric Corporation, Industrial Design Center, 5-1-1 Ofuna, Kamakura, Kanagawa 247-8501 JAPAN', 'Mitsubishi Electric Research Laboratories, Inc., 201 Broadway, Cambridge, MA#TAB#', 'Mitsubishi Electric Research Laboratories, Inc., 201 Broadway, Cambridge, MA#TAB#']","['2025996706', '2228683290', '2607714654', '2785337044', '2950596765', '399295147']",2154174922.0,"{'offset': 0, 'data': [{'authorId': '3242147', 'url': 'https://www.semanticscholar.org/author/3242147', 'name': 'K. Wittenburg', 'affiliations': [], 'homepage': None, 'paperCount': 72, 'citationCount': 1480}, {'authorId': '1694854', 'url': 'https://www.semanticscholar.org/author/1694854', 'name': 'C. Forlines', 'affiliations': [], 'homepage': None, 'paperCount': 106, 'citationCount': 5818}, {'authorId': '144548081', 'url': 'https://www.semanticscholar.org/author/144548081', 'name': 'T. Lanning', 'affiliations': [], 'homepage': None, 'paperCount': 15, 'citationCount': 310}, {'authorId': '2802986', 'url': 'https://www.semanticscholar.org/author/2802986', 'name': 'Alan Esenther', 'affiliations': [], 'homepage': None, 'paperCount': 30, 'citationCount': 749}, {'authorId': '2057597021', 'url': 'https://www.semanticscholar.org/author/2057597021', 'name': 'Shigeo Harada', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 48}, {'authorId': '2074239871', 'url': 'https://www.semanticscholar.org/author/2074239871', 'name': 'T. Miyachi', 'affiliations': [], 'homepage': None, 'paperCount': 2, 'citationCount': 49}]}",48.0,"{'DBLP': 'conf/uist/WittenburgFLEHM03', 'MAG': '2154174922', 'DOI': '10.1145/964696.964709', 'CorpusId': 2348571}",['Computer Science'],5.0,True,{'pages': '115-124'},11/2/2003,['JournalArticle'],23.0,Rapid serial visual presentation techniques for consumer digital video devices,https://www.semanticscholar.org/paper/8f38359663e9e737b71ce0c6b8e9c51badae2e4c,UIST,2003
2161401111,"Sphere is a multi-user, multi-touch-sensitive spherical display in which an infrared camera used for touch sensing shares the same optical path with the projector used for the display. This novel configuration permits: (1) the enclosure of both the projection and the sensing mechanism in the base of the device, and (2) easy 360-degree access for multiple users, with a high degree of interactivity without shadowing or occlusion. In addition to the hardware and software solution, we present a set of multi-touch interaction techniques and interface concepts that facilitate collaborative interactions around Sphere. We designed four spherical application concepts and report on several important observations of collaborative activity from our initial Sphere installation in three high-traffic locations.",1.0,"Sphere is a multi-user, multi-touch-sensitive spherical display in which an infrared camera used for touch sensing shares the same optical path with the projector used for the display. This novel configuration permits: (1) the enclosure of both the projection and the sensing mechanism in the base of the device, and (2) easy 360-degree access for multiple users, with a high degree of interactivity without shadowing or occlusion. In addition to the hardware and software solution, we present a set of multi-touch interaction techniques and interface concepts that facilitate collaborative interactions around Sphere. We designed four spherical application concepts and report on several important observations of collaborative activity from our initial Sphere installation in three high-traffic locations.","['Microsoft Research, redmond, WA, USA#TAB#', 'Microsoft Research, redmond, WA, USA#TAB#', 'Microsoft Research, Redmond, WA, USA & University of Toronto, Toronto, ON, Canada']","['1886754024', '2105571773', '2130130894']",2161401111.0,"{'offset': 0, 'data': [{'authorId': '2704133', 'url': 'https://www.semanticscholar.org/author/2704133', 'name': 'Hrvoje Benko', 'affiliations': [], 'homepage': None, 'paperCount': 144, 'citationCount': 7711}, {'authorId': '145771244', 'url': 'https://www.semanticscholar.org/author/145771244', 'name': 'Andrew D. Wilson', 'affiliations': [], 'homepage': None, 'paperCount': 123, 'citationCount': 12219}, {'authorId': '1748870', 'url': 'https://www.semanticscholar.org/author/1748870', 'name': 'Ravin Balakrishnan', 'affiliations': [], 'homepage': None, 'paperCount': 179, 'citationCount': 14686}]}",194.0,"{'MAG': '2161401111', 'DBLP': 'conf/uist/BenkoWB08', 'DOI': '10.1145/1449715.1449729', 'CorpusId': 9444826}",['Computer Science'],14.0,False,{'pages': '77-86'},10/19/2008,['JournalArticle'],36.0,Sphere: multi-touch interactions on a spherical display,https://www.semanticscholar.org/paper/48ca535feaebd597a59eb15d07336bef54f46f95,UIST,2008
